filepath,filename,status,n_found_organs,found_labels,elapsed_s,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,core_centroid_z_mm,z_window_method,error
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028043-1.nii.gz,20251028043-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",12.48347520828247,-153.36489868164057,-255.0662956237793,-446.6210049168589,167.13510131835938,-42.56629562377927,-166.6210049168589,-346.6210049168589,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028044-1.nii.gz,20251028044-1.nii.gz,ok,15,"1,2,3,4,5,7,10,11,12,13,14,15,18,19,62",21.46553134918213,-155.2440948486328,-380.5393714904785,-1351.9757569429944,210.2559051513672,-31.539371490478516,-1071.9757569429944,-1251.9757569429944,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028044-2.nii.gz,20251028044-2.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",13.969722032546997,-124.31839710459785,-291.72454549548723,-544.6632292722875,145.0916541791948,4.728721923681405,-264.6632292722875,-444.6632292722875,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028045-1.nii.gz,20251028045-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",11.06271743774414,-119.18899536132812,-272.79999923706055,-848.8965587938543,204.31100463867188,-72.29999923706055,-568.8965587938543,-748.8965587938543,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028046-1.nii.gz,20251028046-1.nii.gz,ok,14,"1,2,3,4,5,7,11,12,13,14,15,18,19,62",19.8822021484375,-165.67929077148432,-265.6080169677734,-1498.8063812013258,192.32070922851562,-57.60801696777344,-1218.8063812013258,-1398.8063812013258,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028047-1.nii.gz,20251028047-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",20.665168523788452,-156.00000000000006,-282.7590484619141,-911.7054480900374,175.0,-31.259048461914062,-631.7054480900374,-811.7054480900374,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028048-1.nii.gz,20251028048-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",21.269213914871216,-151.5,-300.0,-1201.0094546376486,163.0,-24.5,-921.0094546376486,-1101.0094546376486,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028049-1.nii.gz,20251028049-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",23.12945818901062,-149.3690032958985,-245.43199920654303,-450.6707741035949,174.13099670410156,3.0680007934570312,-170.6707741035949,-350.6707741035949,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028050-1.nii.gz,20251028050-1.nii.gz,ok,16,"1,2,3,4,5,7,10,11,12,13,14,15,17,18,19,62",19.78156304359436,-192.5,-285.0,-1463.82995288654,195.5,4.0,-1183.82995288654,-1363.82995288654,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028050-2.nii.gz,20251028050-2.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",19.28294324874878,-181.49999999999994,-286.154296875,-934.5225638919676,178.0,-18.154296875000057,-654.5225638919676,-834.5225638919676,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028053-1.nii.gz,20251028053-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",21.134578466415405,-187.60699462890625,-256.9000015258789,-948.0713281808605,146.39300537109375,6.599998474121094,-668.0713281808605,-848.0713281808605,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028057-1.nii.gz,20251028057-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",12.016163349151611,-154.6488858943819,-245.79418957025973,-239.21295579016237,165.44712136036756,-80.98142291577287,40.78704420983763,-139.21295579016237,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028061-1.nii.gz,20251028061-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",12.733267068862915,-153.40359497070327,-257.4410171508789,-754.3719460121702,201.59640502929688,-14.941017150878878,-474.37194601217016,-654.3719460121702,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028062-1.nii.gz,20251028062-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",19.999357223510742,-148.97999572753906,-249.70000076293945,-640.8009815986316,209.02000427246094,24.299999237060547,-360.80098159863155,-540.8009815986316,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028064-1.nii.gz,20251028064-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",20.21685814857483,-173.52453613281244,-271.2239036560058,-816.0992019665823,205.4754638671875,-36.22390365600586,-536.0992019665823,-716.0992019665823,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028068-1.nii.gz,20251028068-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",16.398614168167114,-148.00799560546866,-263.5719985961913,188.63365793041834,152.99200439453125,-34.571998596191406,468.63365793041834,288.63365793041834,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028069-1.nii.gz,20251028069-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",26.365999937057495,-164.0,-382.5999984741211,-1537.3723706094934,165.5,-41.099998474121094,-1257.3723706094934,-1437.3723706094934,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028070-1.nii.gz,20251028070-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",5.960050344467163,-120.050155495336,-272.34747760945487,-496.887259618397,156.3840400087014,-63.738844389329785,-216.88725961839702,-396.887259618397,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028073-1.nii.gz,20251028073-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",15.415105819702148,-139.55499267578125,-236.75900268554688,65.1706308852821,156.94500732421875,-19.759002685546875,345.1706308852821,165.1706308852821,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028074-1.nii.gz,20251028074-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",18.17929720878601,-121.38229370117188,-291.17885971069336,-181.71838772032856,175.11770629882812,-77.17885971069336,98.28161227967144,-81.71838772032856,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028075-1.nii.gz,20251028075-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",21.246768951416016,-154.99999999999994,-288.49999999999994,-245.2461508670392,188.0,-7.0,34.753849132960795,-145.2461508670392,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028078-1.nii.gz,20251028078-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",19.92927074432373,-131.5,-295.0,-208.1323774336828,174.0,-39.0,71.86762256631721,-108.13237743368279,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028080-1.nii.gz,20251028080-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",19.87313747406006,-155.92599487304682,-283.88360595703125,-842.7384889168927,167.57400512695312,-15.883605957031307,-562.7384889168927,-742.7384889168927,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028081-1.nii.gz,20251028081-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",15.32632827758789,-147.1199951171875,-260.4300003051758,-996.0107757875344,191.3800048828125,-49.43000030517578,-716.0107757875344,-896.0107757875344,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028082-1.nii.gz,20251028082-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",23.1172091960907,-170.16000366210938,-243.0,-1110.4963055869912,156.33999633789062,-18.5,-830.4963055869912,-1010.4963055869912,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028087-1.nii.gz,20251028087-1.nii.gz,ok,17,"1,2,3,4,5,7,8,10,11,12,13,14,15,17,18,19,62",21.37667441368103,-205.5,-337.5,-1813.853102923276,158.5,-47.0,-1533.853102923276,-1713.853102923276,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028088-1.nii.gz,20251028088-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",13.471673727035522,-140.8936880161202,-258.7049321833896,-370.6465826924144,170.07797148425303,-43.01668628283474,-90.64658269241443,-270.6465826924144,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028089-1.nii.gz,20251028089-1.nii.gz,ok,15,"1,2,3,5,7,10,11,12,13,14,15,17,18,19,62",14.756840467453003,-137.5,-290.0,-1527.976881605165,217.5,-64.0,-1247.976881605165,-1427.976881605165,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028090-1.nii.gz,20251028090-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",21.22008442878723,-151.90945434570318,-287.7042884826661,-322.4424014378722,177.59054565429688,-30.204288482666016,-42.442401437872206,-222.4424014378722,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028091-1.nii.gz,20251028091-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",20.772032022476196,-162.55099487304688,-291.6999969482422,-593.3498821969883,180.44900512695312,-10.199996948242188,-313.3498821969884,-493.3498821969884,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028094-1.nii.gz,20251028094-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",16.21694827079773,-126.5,-272.697265625,-572.0837612747873,150.5,-55.697265625,-292.08376127478726,-472.08376127478726,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028095-1.nii.gz,20251028095-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",13.702414751052856,-125.52820218927786,-271.0637781972564,-1205.2184139518683,156.01593571532595,-42.024947678439986,-925.2184139518683,-1105.2184139518683,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028096-1.nii.gz,20251028096-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",19.10258960723877,-195.86000061035156,-271.43280029296875,263.9437999178848,187.63999938964844,17.56719970703125,543.9437999178848,363.9437999178848,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028097-1.nii.gz,20251028097-1.nii.gz,ok,17,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,18,19,62",8.484660625457764,-144.41700744628906,-263.5,-628.4209997389769,129.58299255371094,-60.0,-348.4209997389769,-528.4209997389769,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028098-1.nii.gz,20251028098-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",10.875096082687378,-159.18334548680832,-238.75865192358225,-610.0359945297562,139.59039236597505,-34.09110017856159,-330.03599452975624,-510.03599452975624,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028099-1.nii.gz,20251028099-1.nii.gz,ok,15,"1,2,3,5,7,10,11,12,13,14,15,17,18,19,62",16.133741855621338,-160.89599609375,-303.5810012817383,-1509.933933205708,150.60400390625,-19.08100128173828,-1229.933933205708,-1409.933933205708,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028101-1.nii.gz,20251028101-1.nii.gz,ok,17,"1,2,3,4,5,7,8,9,11,12,13,14,15,17,18,19,62",11.107016563415527,-154.47891883486244,-250.1692129103243,-808.9626867930378,167.4695175114756,-20.9911770767346,-528.9626867930378,-708.9626867930378,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028103-1.nii.gz,20251028103-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",15.959009885787964,-143.0240020751953,-244.2480010986328,-1046.5640541136227,177.4759979248047,-15.248001098632812,-766.5640541136227,-946.5640541136227,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028106-1.nii.gz,20251028106-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",16.083389043807983,-159.5,-350.5,354.5891123915089,201.5,-28.5,634.5891123915089,454.5891123915089,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028107-1.nii.gz,20251028107-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",12.170340538024902,-155.0262451171875,-262.1128578186035,-894.4177353934949,157.9737548828125,-36.112857818603516,-614.4177353934949,-794.4177353934949,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028109-1.nii.gz,20251028109-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",9.912225723266602,-148.85987315558114,-246.49661473744717,-583.1890385387958,149.50209799971196,-44.50404743650114,-303.1890385387957,-483.1890385387957,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028110-1.nii.gz,20251028110-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",6.137503623962402,-151.54299926757818,-252.64900016784674,-259.4483765785636,126.95700073242188,-40.14900016784671,20.551623421436375,-159.44837657856363,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028111-1.nii.gz,20251028111-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",10.128568649291992,-134.19793788041846,-270.076743210361,-781.892095778166,174.97495980944598,-36.44190350107252,-501.892095778166,-681.892095778166,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028112-1.nii.gz,20251028112-1.nii.gz,ok,17,"1,2,3,4,5,7,8,9,11,12,13,14,15,17,18,19,62",12.737016201019287,-158.48399353027344,-286.26200103759766,-678.1180178292249,187.51600646972656,-3.2620010375976562,-398.11801782922487,-578.1180178292249,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028114-1.nii.gz,20251028114-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",4.579435586929321,-107.42692719066493,-291.0556093842811,-490.13572555358314,134.25614511049403,-73.63384437406674,-210.13572555358314,-390.13572555358314,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028115-1.nii.gz,20251028115-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",11.485193014144897,-181.2512066806858,-255.7805880326692,-175.04187197603432,209.01633215273569,-8.887738374742014,104.95812802396568,-75.04187197603432,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028117-1.nii.gz,20251028117-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",15.315290689468384,-153.0,-284.0,-87.65117767888631,163.0,-34.0,192.3488223211137,12.348822321113687,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028118-1.nii.gz,20251028118-1.nii.gz,ok,17,"1,2,3,4,5,7,8,10,11,12,13,14,15,17,18,19,62",19.084681510925293,-153.99999999999991,-286.9999999999999,-259.7265089399158,162.0,-32.5,20.273491060084183,-159.72650893991582,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028119-1.nii.gz,20251028119-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",12.513587713241577,-142.7671051025392,-245.5863265991211,121.6431934943073,152.23289489746094,-15.086326599121065,401.6431934943073,221.6431934943073,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028125-1.nii.gz,20251028125-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",12.423433780670166,-141.2509779903034,-268.24858255663577,-844.5599910791939,162.72724605769506,-53.776529698693054,-564.5599910791939,-744.5599910791939,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028126-1.nii.gz,20251028126-1.nii.gz,ok,17,"1,2,3,4,7,8,9,10,11,12,13,14,15,17,18,19,62",10.249473333358765,-146.39227353530163,-253.63293757840594,-140.68633521579432,137.42297998518768,-42.464534680150194,139.31366478420568,-40.686335215794315,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028129-1.nii.gz,20251028129-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",18.560414791107178,-145.65499877929693,-319.2436828613281,-959.8467830294346,167.34500122070312,-19.743682861328068,-679.8467830294346,-859.8467830294346,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028130-1.nii.gz,20251028130-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",8.599844217300415,-134.91200256347656,-251.5999984741211,161.907532384783,116.58799743652344,-37.599998474121094,441.907532384783,261.907532384783,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028131-1.nii.gz,20251028131-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",18.43596911430359,-149.4736785888672,-249.78070449829102,-1288.3046807496241,177.0263214111328,-17.780704498291016,-1008.3046807496241,-1188.3046807496241,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028133-1.nii.gz,20251028133-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",18.50190544128418,-127.8200073242187,-245.13000106811518,-965.600711973497,179.17999267578125,-37.130001068115234,-685.600711973497,-865.600711973497,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028134-1.nii.gz,20251028134-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",20.69258761405945,-142.9450073242188,-242.78945922851562,-737.8893381577366,168.55499267578125,-19.789459228515568,-457.8893381577366,-637.8893381577366,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028136-1.nii.gz,20251028136-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",18.546451568603516,-174.14999389648438,-299.0,-1536.226585068844,126.85000610351562,-44.5,-1256.226585068844,-1436.226585068844,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028138-1.nii.gz,20251028138-1.nii.gz,ok,15,"1,2,3,4,5,7,10,11,12,13,14,15,18,19,62",17.03110957145691,-154.76315307617188,-345.9649085998535,-730.4161136120125,237.73684692382812,61.535091400146484,-450.4161136120125,-630.4161136120125,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028141-1.nii.gz,20251028141-1.nii.gz,ok,17,"1,2,3,4,5,7,8,10,11,12,13,14,15,17,18,19,62",21.40366220474243,-149.97369384765625,-276.95613861083984,-1630.860467380752,185.52630615234375,4.543861389160156,-1350.860467380752,-1530.860467380752,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028144-1.nii.gz,20251028144-1.nii.gz,ok,17,"1,2,3,4,5,7,8,10,11,12,13,14,15,17,18,19,62",21.707092761993408,-188.47758483886724,-347.62699890136724,-1213.6537406687978,240.0224151611328,23.873001098632812,-933.6537406687978,-1113.6537406687978,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028145-1.nii.gz,20251028145-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",19.63515567779541,-198.0,-285.9234313964844,-639.5099451343575,190.0,-2.923431396484375,-359.5099451343575,-539.5099451343575,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028147-1.nii.gz,20251028147-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",13.813273906707764,-137.79684448242188,-258.4599609375,-1033.8604871628263,175.20315551757812,-30.95996093749997,-753.8604871628263,-933.8604871628263,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028150-1.nii.gz,20251028150-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",13.396087169647217,-137.4122772216797,-263.6983947753906,-923.6825040105518,153.0877227783203,-51.198394775390625,-643.6825040105518,-823.6825040105518,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028151-1.nii.gz,20251028151-1.nii.gz,ok,15,"1,2,3,4,5,7,11,12,13,14,15,17,18,19,62",19.809239149093628,-151.5877227783203,-271.8105278015137,-1536.8749007415834,206.4122772216797,-20.310527801513672,-1256.8749007415834,-1436.8749007415834,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028152-1.nii.gz,20251028152-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",13.370334148406982,-139.7438328253025,-260.49632015054203,194.12399738415348,169.53878847910724,-8.613994640777179,474.1239973841535,294.1239973841535,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028155-1.nii.gz,20251028155-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",14.083279132843018,-133.96699523925787,-241.84600067138678,-943.7596765209437,156.5330047607422,-29.34600067138672,-663.7596765209437,-843.7596765209437,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028158-1.nii.gz,20251028158-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",20.366155862808228,-130.08799743652344,-248.65625,-609.9076464724828,217.41200256347656,-22.65625,-329.9076464724828,-509.9076464724828,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028159-1.nii.gz,20251028159-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",6.750330686569214,-135.38320922851562,-278.0628890991211,-887.85367513447,132.61679077148438,-62.562889099121065,-607.85367513447,-787.85367513447,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028162-1.nii.gz,20251028162-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",14.965856790542603,-155.07200622558594,-267.1279983520508,-536.8483136234482,162.42799377441406,-26.12799835205078,-256.84831362344823,-436.84831362344823,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028166-1.nii.gz,20251028166-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",6.631112813949585,-153.08824103055545,-263.977839721337,-68.34857926754381,143.1975996304871,-68.57894050817404,211.6514207324562,31.651420732456188,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028167-1.nii.gz,20251028167-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",11.583911895751953,-141.25599670410168,-243.3863296508789,-746.4853237000516,155.24400329589844,-21.886329650878878,-466.4853237000516,-646.4853237000516,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028168-1.nii.gz,20251028168-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",18.9150288105011,-162.68299865722656,-254.1629981994629,-873.8833318276297,121.81700134277344,-23.66299819946289,-593.8833318276297,-773.8833318276297,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028170-1.nii.gz,20251028170-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",12.151095628738403,-158.80290775070847,-251.10710180528184,-835.9003055138264,163.9145979778047,-42.69299326728503,-555.9003055138264,-735.9003055138264,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028172-1.nii.gz,20251028172-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",14.482739925384521,-160.41499328613276,-258.6660003662109,-523.150066974508,157.0850067138672,-31.16600036621091,-243.15006697450804,-423.15006697450804,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028173-1.nii.gz,20251028173-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",20.36639404296875,-132.5780029296875,-301.47381591796875,-885.0040609718712,168.4219970703125,-81.47381591796875,-605.0040609718712,-785.0040609718712,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028175-1.nii.gz,20251028175-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",12.166884660720825,-147.52444458007812,-250.3239402770996,-24.649645172282476,175.97555541992188,-22.82394027709958,255.35035482771752,75.35035482771752,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028177-1.nii.gz,20251028177-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",23.4326753616333,-142.13600158691406,-254.4199981689453,-477.1626634943206,173.86399841308594,-20.919998168945312,-197.1626634943206,-377.1626634943206,fixed_window_core_centroid,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Negative\20251028178-1.nii.gz,20251028178-1.nii.gz,ok,18,"1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,18,19,62",13.714879989624023,-122.63030469482071,-268.04081786839043,-205.14083368797674,166.81999619251695,-18.930685671940665,74.85916631202326,-105.14083368797674,fixed_window_core_centroid,
